"","algorithm","iomode","image","nthreads","imsize","task_clock","context_switches","cpu_migrations","page_faults","time_elapsed"
"1","seq","withIO","full",1,16,0.494857,0,0,52,0.000832374
"2","seq","withIO","full",1,16,0.408125,0,0,51,0.000630502
"3","seq","withIO","full",1,16,0.392842,0,0,50,0.000599694
"4","seq","withIO","full",1,16,0.382646,0,0,50,0.000600768
"5","seq","withIO","full",1,16,0.395355,0,0,52,0.000607174
"6","seq","withIO","full",1,16,0.396715,0,0,52,0.00062564
"7","seq","withIO","full",1,16,0.39444,0,0,49,0.000605533
"8","seq","withIO","full",1,16,0.393742,0,0,50,0.000606755
"9","seq","withIO","full",1,16,0.402732,0,0,51,0.00062077
"10","seq","withIO","full",1,16,0.384107,0,0,50,0.000619887
"11","seq","withIO","full",1,32,0.605362,0,0,58,0.000807529
"12","seq","withIO","full",1,32,0.648393,0,0,59,0.000902248
"13","seq","withIO","full",1,32,0.627603,0,0,59,0.000841938
"14","seq","withIO","full",1,32,0.630611,0,0,59,0.000868026
"15","seq","withIO","full",1,32,0.6148,0,0,60,0.000841956
"16","seq","withIO","full",1,32,0.601623,0,0,60,0.000831675
"17","seq","withIO","full",1,32,0.644085,0,0,60,0.000850079
"18","seq","withIO","full",1,32,0.678084,0,0,58,0.000926675
"19","seq","withIO","full",1,32,0.621999,0,0,58,0.000881541
"20","seq","withIO","full",1,32,0.592632,0,0,58,0.000794033
"21","seq","withIO","full",1,64,1.556597,0,0,90,0.001799207
"22","seq","withIO","full",1,64,1.534124,0,0,88,0.00173326
"23","seq","withIO","full",1,64,1.507579,0,0,89,0.001750607
"24","seq","withIO","full",1,64,1.423721,0,0,89,0.001626769
"25","seq","withIO","full",1,64,1.417406,0,0,90,0.001614985
"26","seq","withIO","full",1,64,1.493179,0,0,89,0.001734002
"27","seq","withIO","full",1,64,1.421518,0,0,89,0.001624809
"28","seq","withIO","full",1,64,1.474811,0,0,89,0.001689529
"29","seq","withIO","full",1,64,1.438532,0,0,88,0.001648582
"30","seq","withIO","full",1,64,1.454779,0,0,89,0.001685857
"31","seq","withIO","full",1,128,5.114148,0,0,209,0.005338738
"32","seq","withIO","full",1,128,4.895341,0,0,211,0.005154032
"33","seq","withIO","full",1,128,4.844088,0,0,210,0.005055404
"34","seq","withIO","full",1,128,4.975052,0,0,210,0.005186536
"35","seq","withIO","full",1,128,5.079279,0,0,211,0.005304147
"36","seq","withIO","full",1,128,4.81849,0,0,209,0.005064658
"37","seq","withIO","full",1,128,5.074102,0,0,208,0.005286469
"38","seq","withIO","full",1,128,4.702042,0,0,211,0.004924167
"39","seq","withIO","full",1,128,5.008994,0,0,208,0.005246747
"40","seq","withIO","full",1,128,4.84002,0,0,210,0.005117505
"41","seq","withIO","full",1,256,19.031736,1,0,689,0.034875374
"42","seq","withIO","full",1,256,18.503475,0,0,690,0.018727365
"43","seq","withIO","full",1,256,19.456498,0,0,690,0.019712293
"44","seq","withIO","full",1,256,18.982457,0,0,690,0.019251462
"45","seq","withIO","full",1,256,18.769662,0,0,690,0.018985988
"46","seq","withIO","full",1,256,19.00811,0,0,688,0.019272875
"47","seq","withIO","full",1,256,19.680739,0,0,690,0.019924822
"48","seq","withIO","full",1,256,19.863245,1,0,690,0.020094096
"49","seq","withIO","full",1,256,19.909132,0,0,690,0.02020297
"50","seq","withIO","full",1,256,19.588511,0,0,688,0.019861829
"51","seq","withIO","full",1,512,72.883907,0,0,2609,0.073249035
"52","seq","withIO","full",1,512,79.795341,0,0,2611,0.080033988
"53","seq","withIO","full",1,512,78.123493,0,0,2610,0.078405811
"54","seq","withIO","full",1,512,83.146627,0,0,2610,0.083427853
"55","seq","withIO","full",1,512,76.317796,0,0,2611,0.076613914
"56","seq","withIO","full",1,512,81.587666,0,0,2609,0.081931544
"57","seq","withIO","full",1,512,76.650799,0,0,2611,0.076952469
"58","seq","withIO","full",1,512,83.082768,0,0,2609,0.083468614
"59","seq","withIO","full",1,512,76.607962,0,0,2611,0.076928267
"60","seq","withIO","full",1,512,76.179761,0,0,2609,0.076537485
"61","seq","withIO","full",1,1024,313.340586,0,0,10291,0.313664172
"62","seq","withIO","full",1,1024,304.029082,1,0,10289,0.304406849
"63","seq","withIO","full",1,1024,304.043656,1,0,10289,0.304378658
"64","seq","withIO","full",1,1024,321.541368,0,0,10291,0.321870479
"65","seq","withIO","full",1,1024,303.316164,0,0,10291,0.303648954
"66","seq","withIO","full",1,1024,293.149726,2,0,10290,0.293504483
"67","seq","withIO","full",1,1024,307.678188,0,0,10290,0.307989476
"68","seq","withIO","full",1,1024,310.226043,0,0,10287,0.310546288
"69","seq","withIO","full",1,1024,304.973273,1,1,10290,0.305306344
"70","seq","withIO","full",1,1024,304.818985,1,0,10290,0.305233347
"71","seq","withIO","full",1,2048,1225.279304,2,1,41007,1.225648191
"72","seq","withIO","full",1,2048,1264.395777,3,0,41009,1.264844364
"73","seq","withIO","full",1,2048,1239.465122,1,0,41011,1.239844939
"74","seq","withIO","full",1,2048,1221.065521,3,0,41009,1.221399914
"75","seq","withIO","full",1,2048,1216.937701,3,0,41011,1.217283405
"76","seq","withIO","full",1,2048,1220.351412,1,0,41010,1.220646779
"77","seq","withIO","full",1,2048,1232.767368,3,0,41011,1.233111351
"78","seq","withIO","full",1,2048,1238.806667,3,0,41011,1.239142066
"79","seq","withIO","full",1,2048,1211.364903,0,0,41010,1.21167195
"80","seq","withIO","full",1,2048,1251.400675,3,0,41009,1.251721163
"81","seq","withIO","full",1,4096,4914.174688,14,1,163890,5.200225669
"82","seq","withIO","full",1,4096,4798.716074,11,0,163890,4.928755519
"83","seq","withIO","full",1,4096,4886.548282,12,0,163889,4.91279987
"84","seq","withIO","full",1,4096,4803.568887,10,0,163889,4.834991395
"85","seq","withIO","full",1,4096,4984.188643,11,0,163890,5.015449592
"86","seq","withIO","full",1,4096,4873.275406,12,0,163891,4.896511497
"87","seq","withIO","full",1,4096,4935.108033,14,0,163890,4.9674714
"88","seq","withIO","full",1,4096,4945.763277,12,0,163891,4.971759165
"89","seq","withIO","full",1,4096,4898.538691,16,0,163891,4.920763802
"90","seq","withIO","full",1,4096,4904.843457,12,0,163889,4.929834385
"91","seq","withIO","full",1,8192,19854.588624,54,0,655409,21.05332487
"92","seq","withIO","full",1,8192,19468.830348,58,0,655411,20.615645884
"93","seq","withIO","full",1,8192,19324.883891,56,0,655410,20.471224656
"94","seq","withIO","full",1,8192,19604.857334,57,0,655409,20.747807064
"95","seq","withIO","full",1,8192,19548.915064,57,0,655409,20.753957617
"96","seq","withIO","full",1,8192,19409.507742,56,0,655410,20.609627975
"97","seq","withIO","full",1,8192,19013.24028,57,0,655409,20.168843632
"98","seq","withIO","full",1,8192,19098.145932,56,0,655410,20.295578886
"99","seq","withIO","full",1,8192,19480.799196,57,0,655410,20.667661527
"100","seq","withIO","full",1,8192,18692.642187,58,1,655409,19.835835465
"101","seq","withoutIO","full",1,16,0.339899,0,0,46,0.000670903
"102","seq","withoutIO","full",1,16,0.527645,0,0,46,0.000987014
"103","seq","withoutIO","full",1,16,0.34966,0,0,46,0.000633116
"104","seq","withoutIO","full",1,16,0.375,0,0,46,0.000694079
"105","seq","withoutIO","full",1,16,0.333297,0,0,45,0.00063097
"106","seq","withoutIO","full",1,16,0.427746,0,0,45,0.000782889
"107","seq","withoutIO","full",1,16,0.376645,0,0,46,0.000689874
"108","seq","withoutIO","full",1,16,0.355807,0,0,46,0.000734447
"109","seq","withoutIO","full",1,16,0.423467,0,0,45,0.000811916
"110","seq","withoutIO","full",1,16,0.438476,0,0,45,0.000789538
"111","seq","withoutIO","full",1,32,0.536851,0,0,45,0.000885529
"112","seq","withoutIO","full",1,32,0.456695,0,0,45,0.000708509
"113","seq","withoutIO","full",1,32,0.563701,0,0,46,0.000889678
"114","seq","withoutIO","full",1,32,0.577016,0,0,46,0.000904193
"115","seq","withoutIO","full",1,32,0.604531,0,0,45,0.000989
"116","seq","withoutIO","full",1,32,0.561806,0,0,46,0.00096483
"117","seq","withoutIO","full",1,32,0.634756,0,0,46,0.001085965
"118","seq","withoutIO","full",1,32,0.66491,0,0,45,0.001116797
"119","seq","withoutIO","full",1,32,0.632946,0,0,45,0.000989607
"120","seq","withoutIO","full",1,32,0.517282,0,0,46,0.000926155
"121","seq","withoutIO","full",1,64,1.35703,0,0,46,0.001732521
"122","seq","withoutIO","full",1,64,1.461844,0,0,47,0.001977495
"123","seq","withoutIO","full",1,64,1.344444,0,0,46,0.001790196
"124","seq","withoutIO","full",1,64,1.205086,0,0,46,0.001533683
"125","seq","withoutIO","full",1,64,1.335135,0,0,45,0.001742861
"126","seq","withoutIO","full",1,64,1.293701,0,0,45,0.001637717
"127","seq","withoutIO","full",1,64,1.305786,0,0,46,0.00170342
"128","seq","withoutIO","full",1,64,1.174268,0,0,46,0.001495599
"129","seq","withoutIO","full",1,64,1.327739,0,0,46,0.001718082
"130","seq","withoutIO","full",1,64,1.29729,0,0,44,0.001688084
"131","seq","withoutIO","full",1,128,4.059503,0,0,46,0.004427671
"132","seq","withoutIO","full",1,128,4.057207,0,0,45,0.004486817
"133","seq","withoutIO","full",1,128,3.811702,0,0,45,0.004192466
"134","seq","withoutIO","full",1,128,3.783002,0,0,46,0.004133667
"135","seq","withoutIO","full",1,128,3.830325,0,0,45,0.004209394
"136","seq","withoutIO","full",1,128,3.766822,0,0,46,0.004097863
"137","seq","withoutIO","full",1,128,3.758747,0,0,46,0.004127062
"138","seq","withoutIO","full",1,128,4.234355,0,0,43,0.004611296
"139","seq","withoutIO","full",1,128,3.885595,0,0,46,0.004298243
"140","seq","withoutIO","full",1,128,4.684382,0,0,46,0.005045317
"141","seq","withoutIO","full",1,256,13.796614,0,0,45,0.014191724
"142","seq","withoutIO","full",1,256,13.64182,0,0,45,0.01398976
"143","seq","withoutIO","full",1,256,13.790557,0,0,45,0.014162606
"144","seq","withoutIO","full",1,256,13.655717,0,0,45,0.014018067
"145","seq","withoutIO","full",1,256,13.632992,0,0,45,0.013944083
"146","seq","withoutIO","full",1,256,13.74095,0,0,45,0.014068767
"147","seq","withoutIO","full",1,256,13.697393,0,0,45,0.01410888
"148","seq","withoutIO","full",1,256,13.766218,0,0,46,0.014124603
"149","seq","withoutIO","full",1,256,13.693681,0,0,46,0.014086007
"150","seq","withoutIO","full",1,256,13.751446,0,0,45,0.014116895
"151","seq","withoutIO","full",1,512,55.305966,0,0,46,0.055666845
"152","seq","withoutIO","full",1,512,53.570748,0,0,45,0.053888114
"153","seq","withoutIO","full",1,512,53.920942,0,0,44,0.054240964
"154","seq","withoutIO","full",1,512,53.750856,0,0,44,0.054079055
"155","seq","withoutIO","full",1,512,53.735898,0,0,45,0.054053506
"156","seq","withoutIO","full",1,512,53.847757,0,0,44,0.054191623
"157","seq","withoutIO","full",1,512,54.224795,0,0,44,0.054559206
"158","seq","withoutIO","full",1,512,54.210196,0,0,45,0.054590447
"159","seq","withoutIO","full",1,512,53.532477,1,0,45,0.053822901
"160","seq","withoutIO","full",1,512,56.312174,0,0,44,0.056619622
"161","seq","withoutIO","full",1,1024,217.158926,0,0,44,0.2174941
"162","seq","withoutIO","full",1,1024,212.51114,1,1,45,0.212871039
"163","seq","withoutIO","full",1,1024,212.576131,2,0,45,0.212956291
"164","seq","withoutIO","full",1,1024,221.547348,1,0,45,0.221829266
"165","seq","withoutIO","full",1,1024,218.341458,0,0,46,0.218666795
"166","seq","withoutIO","full",1,1024,212.770578,0,0,43,0.213187241
"167","seq","withoutIO","full",1,1024,216.255943,1,0,44,0.21665475
"168","seq","withoutIO","full",1,1024,220.700537,1,0,44,0.221071484
"169","seq","withoutIO","full",1,1024,216.234895,0,0,45,0.216598435
"170","seq","withoutIO","full",1,1024,220.616225,0,0,46,0.220917554
"171","seq","withoutIO","full",1,2048,860.731585,2,0,45,0.861106297
"172","seq","withoutIO","full",1,2048,856.456884,1,0,46,0.856770195
"173","seq","withoutIO","full",1,2048,869.569717,1,0,45,0.869898114
"174","seq","withoutIO","full",1,2048,869.237408,2,0,46,0.869568467
"175","seq","withoutIO","full",1,2048,886.518509,1,0,45,0.88682979
"176","seq","withoutIO","full",1,2048,867.720431,2,0,46,0.868066109
"177","seq","withoutIO","full",1,2048,894.714178,1,0,44,0.895102585
"178","seq","withoutIO","full",1,2048,853.092785,1,0,45,0.853395689
"179","seq","withoutIO","full",1,2048,848.477809,2,0,45,0.848815621
"180","seq","withoutIO","full",1,2048,851.506107,2,0,45,0.851847159
"181","seq","withoutIO","full",1,4096,3397.188171,5,0,45,3.397583485
"182","seq","withoutIO","full",1,4096,3423.049876,6,0,46,3.423489519
"183","seq","withoutIO","full",1,4096,3469.103028,5,0,45,3.469497035
"184","seq","withoutIO","full",1,4096,3408.950756,5,0,46,3.409316027
"185","seq","withoutIO","full",1,4096,3391.084754,6,0,45,3.391520284
"186","seq","withoutIO","full",1,4096,3387.494396,5,0,46,3.387862504
"187","seq","withoutIO","full",1,4096,3401.554797,7,0,44,3.402015676
"188","seq","withoutIO","full",1,4096,3387.872744,6,0,46,3.388277004
"189","seq","withoutIO","full",1,4096,3393.50301,7,0,46,3.393943848
"190","seq","withoutIO","full",1,4096,3387.44214,6,0,45,3.387851682
"191","seq","withoutIO","full",1,8192,13795.570955,24,0,44,13.796394314
"192","seq","withoutIO","full",1,8192,13838.09998,24,1,46,13.838900918
"193","seq","withoutIO","full",1,8192,13697.820105,24,0,44,13.698544279
"194","seq","withoutIO","full",1,8192,13539.166231,24,0,47,13.539935958
"195","seq","withoutIO","full",1,8192,13942.45133,24,0,45,13.943117251
"196","seq","withoutIO","full",1,8192,13914.570481,25,0,44,13.915333807
"197","seq","withoutIO","full",1,8192,13749.039862,25,0,45,13.74972564
"198","seq","withoutIO","full",1,8192,13664.755186,24,0,45,13.665491017
"199","seq","withoutIO","full",1,8192,13346.921617,24,0,46,13.347611906
"200","seq","withoutIO","full",1,8192,13564.652252,25,0,46,13.565460775
"201","omp","withoutIO","full",1,16,0.605333,1,0,60,0.021905051
"202","omp","withoutIO","full",1,16,0.361274,0,0,60,0.000555313
"203","omp","withoutIO","full",1,16,0.360129,0,0,61,0.00056909
"204","omp","withoutIO","full",1,16,0.402917,0,0,61,0.00062058
"205","omp","withoutIO","full",1,16,0.385511,0,0,60,0.000595752
"206","omp","withoutIO","full",1,16,0.404497,0,0,60,0.000621795
"207","omp","withoutIO","full",1,16,0.435146,0,0,60,0.000689115
"208","omp","withoutIO","full",1,16,0.373083,0,0,60,0.000571275
"209","omp","withoutIO","full",1,16,0.407642,0,0,60,0.000625357
"210","omp","withoutIO","full",1,16,0.384052,0,0,61,0.000596564
"211","omp","withoutIO","full",1,32,0.531469,0,0,60,0.000748158
"212","omp","withoutIO","full",1,32,0.547292,0,0,61,0.00076162
"213","omp","withoutIO","full",1,32,0.534663,0,0,59,0.000724205
"214","omp","withoutIO","full",1,32,0.566097,0,0,60,0.000770086
"215","omp","withoutIO","full",1,32,0.541053,0,0,60,0.000737412
"216","omp","withoutIO","full",1,32,0.532414,0,0,61,0.000735014
"217","omp","withoutIO","full",1,32,0.552442,0,0,61,0.000754223
"218","omp","withoutIO","full",1,32,0.552364,0,0,61,0.000748062
"219","omp","withoutIO","full",1,32,0.546178,0,0,60,0.000800399
"220","omp","withoutIO","full",1,32,0.557802,0,0,60,0.000746103
"221","omp","withoutIO","full",1,64,1.236434,0,0,61,0.001439873
"222","omp","withoutIO","full",1,64,1.163274,0,0,61,0.001362719
"223","omp","withoutIO","full",1,64,1.148498,0,0,61,0.001383124
"224","omp","withoutIO","full",1,64,1.26584,0,0,60,0.001499524
"225","omp","withoutIO","full",1,64,1.207255,0,0,61,0.001462964
"226","omp","withoutIO","full",1,64,1.303131,0,0,60,0.001526099
"227","omp","withoutIO","full",1,64,1.18477,0,0,60,0.001377085
"228","omp","withoutIO","full",1,64,1.271665,0,0,61,0.001519148
"229","omp","withoutIO","full",1,64,1.271922,0,0,61,0.001511306
"230","omp","withoutIO","full",1,64,1.327039,0,0,61,0.001567993
"231","omp","withoutIO","full",1,128,3.712406,0,0,60,0.00397308
"232","omp","withoutIO","full",1,128,3.71803,0,0,60,0.004129605
"233","omp","withoutIO","full",1,128,3.778389,0,0,59,0.004062759
"234","omp","withoutIO","full",1,128,3.857576,0,0,61,0.004150583
"235","omp","withoutIO","full",1,128,3.944284,0,0,60,0.004248217
"236","omp","withoutIO","full",1,128,3.798487,0,0,60,0.004081049
"237","omp","withoutIO","full",1,128,3.942305,0,0,60,0.00428534
"238","omp","withoutIO","full",1,128,3.881964,0,1,60,0.004170711
"239","omp","withoutIO","full",1,128,3.972161,0,0,60,0.004267891
"240","omp","withoutIO","full",1,128,3.901296,0,0,60,0.004241514
"241","omp","withoutIO","full",1,256,14.76022,0,0,60,0.015091556
"242","omp","withoutIO","full",1,256,14.59556,0,0,58,0.014915043
"243","omp","withoutIO","full",1,256,14.36924,0,0,58,0.014657849
"244","omp","withoutIO","full",1,256,14.42341,0,0,60,0.01471115
"245","omp","withoutIO","full",1,256,14.431316,0,0,58,0.014758759
"246","omp","withoutIO","full",1,256,14.42058,0,0,61,0.01473718
"247","omp","withoutIO","full",1,256,14.731284,0,0,61,0.015079907
"248","omp","withoutIO","full",1,256,14.529718,0,0,60,0.014877117
"249","omp","withoutIO","full",1,256,14.656254,0,0,60,0.014948809
"250","omp","withoutIO","full",1,256,15.067625,0,0,61,0.015437742
"251","omp","withoutIO","full",1,512,56.340515,0,0,60,0.056670293
"252","omp","withoutIO","full",1,512,53.279453,0,0,61,0.053605705
"253","omp","withoutIO","full",1,512,52.214677,0,0,60,0.052493241
"254","omp","withoutIO","full",1,512,52.105458,0,0,61,0.052439637
"255","omp","withoutIO","full",1,512,53.646755,0,0,59,0.053945521
"256","omp","withoutIO","full",1,512,55.576438,0,0,60,0.055891504
"257","omp","withoutIO","full",1,512,55.261989,0,0,59,0.055616471
"258","omp","withoutIO","full",1,512,55.986449,0,0,60,0.056329405
"259","omp","withoutIO","full",1,512,54.960419,0,0,59,0.055280223
"260","omp","withoutIO","full",1,512,55.367269,0,0,60,0.055694498
"261","omp","withoutIO","full",1,1024,220.892862,0,0,59,0.221280273
"262","omp","withoutIO","full",1,1024,213.524377,0,0,60,0.213847521
"263","omp","withoutIO","full",1,1024,217.105953,0,0,60,0.21738352
"264","omp","withoutIO","full",1,1024,215.37737,2,0,61,0.215711615
"265","omp","withoutIO","full",1,1024,210.988433,1,0,61,0.211293079
"266","omp","withoutIO","full",1,1024,215.918306,0,0,61,0.216239259
"267","omp","withoutIO","full",1,1024,214.225397,0,0,58,0.214526144
"268","omp","withoutIO","full",1,1024,207.398318,0,0,60,0.207711558
"269","omp","withoutIO","full",1,1024,204.402271,0,0,60,0.204712288
"270","omp","withoutIO","full",1,1024,207.982625,0,0,60,0.208339714
"271","omp","withoutIO","full",1,2048,844.119552,1,0,61,0.844530531
"272","omp","withoutIO","full",1,2048,820.524416,1,0,60,0.820826308
"273","omp","withoutIO","full",1,2048,841.387431,0,0,61,0.841748717
"274","omp","withoutIO","full",1,2048,845.714265,1,0,58,0.84612971
"275","omp","withoutIO","full",1,2048,837.257691,0,0,60,0.837674276
"276","omp","withoutIO","full",1,2048,833.189721,1,0,61,0.833557037
"277","omp","withoutIO","full",1,2048,824.99529,1,0,58,0.825416456
"278","omp","withoutIO","full",1,2048,831.815428,0,0,60,0.832134157
"279","omp","withoutIO","full",1,2048,818.745446,0,0,60,0.819092211
"280","omp","withoutIO","full",1,2048,819.17708,2,0,60,0.819466533
"281","omp","withoutIO","full",1,4096,3338.828777,5,0,60,3.339206629
"282","omp","withoutIO","full",1,4096,3306.422278,5,0,61,3.306746071
"283","omp","withoutIO","full",1,4096,3360.347072,7,0,60,3.360725775
"284","omp","withoutIO","full",1,4096,3413.440573,6,0,61,3.413778409
"285","omp","withoutIO","full",1,4096,3269.239383,6,0,58,3.269646089
"286","omp","withoutIO","full",1,4096,3313.704394,5,0,59,3.314052124
"287","omp","withoutIO","full",1,4096,3368.912842,6,0,60,3.36927944
"288","omp","withoutIO","full",1,4096,3391.089661,6,0,61,3.391428153
"289","omp","withoutIO","full",1,4096,3522.659731,6,0,60,3.523052708
"290","omp","withoutIO","full",1,4096,3326.998113,7,0,60,3.327412142
"291","omp","withoutIO","full",1,8192,13298.586728,22,0,60,13.299214086
"292","omp","withoutIO","full",1,8192,13175.982737,23,0,61,13.176536753
"293","omp","withoutIO","full",1,8192,13297.830644,24,0,61,13.298460916
"294","omp","withoutIO","full",1,8192,13317.404259,24,1,58,13.318070528
"295","omp","withoutIO","full",1,8192,13192.823534,24,0,60,13.193502248
"296","omp","withoutIO","full",1,8192,13009.888551,22,1,60,13.010521269
"297","omp","withoutIO","full",1,8192,13298.265049,24,1,61,13.298892479
"298","omp","withoutIO","full",1,8192,13641.034261,25,0,61,13.641726696
"299","omp","withoutIO","full",1,8192,13946.309248,24,0,61,13.946988524
"300","omp","withoutIO","full",1,8192,13274.046752,22,0,61,13.274709649
"301","omp","withoutIO","full",2,16,0.583753,0,1,62,0.000740562
"302","omp","withoutIO","full",2,16,0.580072,0,1,62,0.000735306
"303","omp","withoutIO","full",2,16,0.582897,0,1,62,0.00075445
"304","omp","withoutIO","full",2,16,0.530828,0,1,62,0.00067569
"305","omp","withoutIO","full",2,16,0.550407,0,1,62,0.000705741
"306","omp","withoutIO","full",2,16,0.558399,0,1,62,0.00071868
"307","omp","withoutIO","full",2,16,0.587297,0,1,63,0.000822775
"308","omp","withoutIO","full",2,16,0.641701,0,1,62,0.000836561
"309","omp","withoutIO","full",2,16,0.570047,0,1,61,0.000730731
"310","omp","withoutIO","full",2,16,0.512586,0,1,63,0.000655148
"311","omp","withoutIO","full",2,32,0.673216,0,1,62,0.000743316
"312","omp","withoutIO","full",2,32,0.703534,0,1,63,0.000768283
"313","omp","withoutIO","full",2,32,0.647404,0,1,61,0.000725525
"314","omp","withoutIO","full",2,32,0.645275,0,1,63,0.00071305
"315","omp","withoutIO","full",2,32,0.670688,0,1,62,0.000746789
"316","omp","withoutIO","full",2,32,0.671906,0,1,63,0.000735838
"317","omp","withoutIO","full",2,32,0.707889,0,1,62,0.000778022
"318","omp","withoutIO","full",2,32,0.694597,0,1,62,0.00076404
"319","omp","withoutIO","full",2,32,0.674364,0,1,62,0.000747947
"320","omp","withoutIO","full",2,32,0.664372,0,1,62,0.000726635
"321","omp","withoutIO","full",2,64,1.320583,0,1,61,0.001076146
"322","omp","withoutIO","full",2,64,1.379121,0,1,63,0.001117293
"323","omp","withoutIO","full",2,64,1.367304,0,1,62,0.001141276
"324","omp","withoutIO","full",2,64,1.434732,0,1,63,0.00118268
"325","omp","withoutIO","full",2,64,1.331635,0,1,62,0.00107802
"326","omp","withoutIO","full",2,64,1.382822,0,1,63,0.001100378
"327","omp","withoutIO","full",2,64,1.456172,0,1,60,0.001158393
"328","omp","withoutIO","full",2,64,1.362386,0,1,63,0.001115548
"329","omp","withoutIO","full",2,64,1.3356,0,1,63,0.001073917
"330","omp","withoutIO","full",2,64,1.375446,0,1,63,0.001137721
"331","omp","withoutIO","full",2,128,4.132974,0,1,60,0.002505278
"332","omp","withoutIO","full",2,128,4.226847,0,1,62,0.002730546
"333","omp","withoutIO","full",2,128,4.238322,0,1,62,0.002717632
"334","omp","withoutIO","full",2,128,4.316676,0,1,62,0.002823634
"335","omp","withoutIO","full",2,128,4.319512,0,1,62,0.002773955
"336","omp","withoutIO","full",2,128,4.269916,0,1,63,0.002709804
"337","omp","withoutIO","full",2,128,4.180532,0,1,60,0.002625948
"338","omp","withoutIO","full",2,128,4.155341,0,1,63,0.002613374
"339","omp","withoutIO","full",2,128,4.105447,0,1,62,0.002554026
"340","omp","withoutIO","full",2,128,4.150567,0,1,63,0.002576501
"341","omp","withoutIO","full",2,256,14.619229,0,1,62,0.007823378
"342","omp","withoutIO","full",2,256,15.037865,0,1,63,0.008137357
"343","omp","withoutIO","full",2,256,14.792296,0,1,63,0.007976339
"344","omp","withoutIO","full",2,256,15.222916,0,1,63,0.008219067
"345","omp","withoutIO","full",2,256,14.973169,1,1,63,0.008067425
"346","omp","withoutIO","full",2,256,14.934891,0,1,63,0.008086293
"347","omp","withoutIO","full",2,256,15.55377,0,1,62,0.008408172
"348","omp","withoutIO","full",2,256,15.415568,0,1,60,0.008375002
"349","omp","withoutIO","full",2,256,15.213088,0,1,62,0.008264504
"350","omp","withoutIO","full",2,256,14.881279,0,1,62,0.008066617
"351","omp","withoutIO","full",2,512,58.473117,0,1,60,0.029857874
"352","omp","withoutIO","full",2,512,57.260184,0,1,62,0.029245121
"353","omp","withoutIO","full",2,512,57.499435,0,1,63,0.029347949
"354","omp","withoutIO","full",2,512,56.994498,0,1,63,0.029132567
"355","omp","withoutIO","full",2,512,58.39252,0,1,63,0.029829749
"356","omp","withoutIO","full",2,512,59.103967,0,1,60,0.030172256
"357","omp","withoutIO","full",2,512,58.413753,0,1,62,0.029837809
"358","omp","withoutIO","full",2,512,58.400827,0,1,63,0.029890857
"359","omp","withoutIO","full",2,512,58.206288,0,1,63,0.029741131
"360","omp","withoutIO","full",2,512,56.736499,0,1,62,0.029024788
"361","omp","withoutIO","full",2,1024,223.224547,0,1,62,0.112295312
"362","omp","withoutIO","full",2,1024,223.989496,0,1,62,0.112725416
"363","omp","withoutIO","full",2,1024,224.965143,0,1,62,0.113067143
"364","omp","withoutIO","full",2,1024,223.537326,0,1,62,0.112359256
"365","omp","withoutIO","full",2,1024,224.037996,0,1,62,0.112625963
"366","omp","withoutIO","full",2,1024,224.830016,0,1,61,0.113050661
"367","omp","withoutIO","full",2,1024,219.632985,0,1,61,0.110397526
"368","omp","withoutIO","full",2,1024,222.363925,1,1,62,0.111772589
"369","omp","withoutIO","full",2,1024,225.741092,0,1,63,0.113441895
"370","omp","withoutIO","full",2,1024,224.835381,0,1,62,0.113016517
"371","omp","withoutIO","full",2,2048,899.483746,1,1,63,0.45024444
"372","omp","withoutIO","full",2,2048,905.909439,1,1,62,0.453635358
"373","omp","withoutIO","full",2,2048,884.297039,2,1,62,0.442741214
"374","omp","withoutIO","full",2,2048,899.716215,1,1,63,0.450396691
"375","omp","withoutIO","full",2,2048,904.439591,2,1,62,0.453124197
"376","omp","withoutIO","full",2,2048,884.394761,2,1,62,0.442702452
"377","omp","withoutIO","full",2,2048,890.035058,1,1,63,0.445566824
"378","omp","withoutIO","full",2,2048,912.218667,1,1,62,0.45660627
"379","omp","withoutIO","full",2,2048,886.4972,2,1,62,0.443842072
"380","omp","withoutIO","full",2,2048,890.898602,1,1,63,0.44619707
"381","omp","withoutIO","full",2,4096,3591.39987,6,1,63,1.796334655
"382","omp","withoutIO","full",2,4096,3601.691167,9,1,62,1.801506354
"383","omp","withoutIO","full",2,4096,3604.500728,7,1,62,1.802884237
"384","omp","withoutIO","full",2,4096,3535.71329,7,1,63,1.76848558
"385","omp","withoutIO","full",2,4096,3525.581052,10,1,61,1.763436766
"386","omp","withoutIO","full",2,4096,3492.053042,7,1,63,1.746641107
"387","omp","withoutIO","full",2,4096,3596.972793,8,1,63,1.799142379
"388","omp","withoutIO","full",2,4096,3572.474178,10,1,61,1.786819571
"389","omp","withoutIO","full",2,4096,3595.316289,8,1,62,1.798238072
"390","omp","withoutIO","full",2,4096,3507.736929,9,1,63,1.754623095
"391","omp","withoutIO","full",2,8192,14252.628561,33,1,61,7.127124284
"392","omp","withoutIO","full",2,8192,14176.50661,29,1,62,7.088967602
"393","omp","withoutIO","full",2,8192,14108.570211,33,1,62,7.055200337
"394","omp","withoutIO","full",2,8192,14124.50302,31,1,62,7.062944208
"395","omp","withoutIO","full",2,8192,14255.510562,34,1,62,7.12854938
