"","algorithm","iomode","image","nthreads","imsize","task_clock","context_switches","cpu_migrations","page_faults","time_elapsed"
"2630","pth","withoutIO","elephant",16,64,8.637323,25,15,92,0.001958386
"2631","pth","withoutIO","elephant",16,128,30.792965,28,17,93,0.004641805
"2632","pth","withoutIO","elephant",16,128,29.593567,19,15,95,0.004486076
"2633","pth","withoutIO","elephant",16,128,31.934627,25,17,94,0.004813089
"2634","pth","withoutIO","elephant",16,128,29.929251,25,15,94,0.004521653
"2635","pth","withoutIO","elephant",16,128,30.183153,16,15,92,0.004604869
"2636","pth","withoutIO","elephant",16,128,30.076449,18,16,94,0.004543326
"2637","pth","withoutIO","elephant",16,128,29.664208,16,14,95,0.004544775
"2638","pth","withoutIO","elephant",16,128,30.208421,14,15,94,0.004589761
"2639","pth","withoutIO","elephant",16,128,30.494291,26,22,93,0.00466202
"2640","pth","withoutIO","elephant",16,128,29.618836,17,14,94,0.004381256
"2641","pth","withoutIO","elephant",16,256,119.427243,16,15,92,0.015852186
"2642","pth","withoutIO","elephant",16,256,115.9274,18,16,94,0.015395245
"2643","pth","withoutIO","elephant",16,256,115.268368,20,14,94,0.015279917
"2644","pth","withoutIO","elephant",16,256,116.131702,29,15,93,0.015341225
"2645","pth","withoutIO","elephant",16,256,114.737535,20,16,94,0.015351346
"2646","pth","withoutIO","elephant",16,256,116.304589,46,15,93,0.015384241
"2647","pth","withoutIO","elephant",16,256,116.211126,16,14,93,0.015372898
"2648","pth","withoutIO","elephant",16,256,118.14169,56,15,93,0.015586076
"2649","pth","withoutIO","elephant",16,256,118.907472,18,19,94,0.015838754
"2650","pth","withoutIO","elephant",16,256,116.272051,17,16,92,0.015495072
"2651","pth","withoutIO","elephant",16,512,454.756823,53,15,92,0.057865666
"2652","pth","withoutIO","elephant",16,512,472.863532,52,16,93,0.06023029
"2653","pth","withoutIO","elephant",16,512,473.989007,47,15,93,0.060632031
"2654","pth","withoutIO","elephant",16,512,474.992718,51,14,93,0.060678184
"2655","pth","withoutIO","elephant",16,512,474.235782,51,14,92,0.060520065
"2656","pth","withoutIO","elephant",16,512,484.029592,56,15,93,0.063567324
"2657","pth","withoutIO","elephant",16,512,474.430957,51,15,93,0.060377803
"2658","pth","withoutIO","elephant",16,512,472.471404,50,15,94,0.060158758
"2659","pth","withoutIO","elephant",16,512,474.992932,63,17,94,0.060602872
"2660","pth","withoutIO","elephant",16,512,473.688092,58,14,93,0.060179509
"2661","pth","withoutIO","elephant",16,1024,1890.371748,142,14,94,0.23780894
"2662","pth","withoutIO","elephant",16,1024,1892.826792,141,14,94,0.23844269
"2663","pth","withoutIO","elephant",16,1024,1893.954627,158,22,93,0.23809345
"2664","pth","withoutIO","elephant",16,1024,1895.536748,157,15,91,0.239987652
"2665","pth","withoutIO","elephant",16,1024,1885.554278,151,14,93,0.237566531
"2666","pth","withoutIO","elephant",16,1024,1910.125937,150,16,91,0.240827057
"2667","pth","withoutIO","elephant",16,1024,1880.881044,139,15,95,0.236151333
"2668","pth","withoutIO","elephant",16,1024,1887.357646,139,15,92,0.237263793
"2669","pth","withoutIO","elephant",16,1024,1898.478117,147,16,94,0.239621002
"2670","pth","withoutIO","elephant",16,1024,1859.458642,138,14,93,0.233939999
"2671","pth","withoutIO","elephant",16,2048,7426.664549,505,16,94,0.931803079
"2672","pth","withoutIO","elephant",16,2048,7384.549522,495,15,94,0.925294762
"2673","pth","withoutIO","elephant",16,2048,7481.456943,509,15,94,0.93776314
"2674","pth","withoutIO","elephant",16,2048,7552.757108,513,15,94,0.947228749
"2675","pth","withoutIO","elephant",16,2048,7532.685604,507,15,93,0.94363567
"2676","pth","withoutIO","elephant",16,2048,7547.266415,505,14,95,0.945826413
"2677","pth","withoutIO","elephant",16,2048,7557.591306,506,17,93,0.947303154
"2678","pth","withoutIO","elephant",16,2048,7570.665559,521,16,94,0.949017331
"2679","pth","withoutIO","elephant",16,2048,7573.512128,508,15,92,0.949662532
"2680","pth","withoutIO","elephant",16,2048,7565.906265,511,16,92,0.94868269
"2681","pth","withoutIO","elephant",16,4096,30030.203833,1954,16,93,3.757419289
"2682","pth","withoutIO","elephant",16,4096,30498.024058,1973,16,92,3.814679008
"2683","pth","withoutIO","elephant",16,4096,30187.740682,1950,15,94,3.777861566
"2684","pth","withoutIO","elephant",16,4096,30278.173948,1966,17,92,3.790022629
"2685","pth","withoutIO","elephant",16,4096,30074.891975,1937,15,93,3.761909699
"2686","pth","withoutIO","elephant",16,4096,29962.797391,1939,16,94,3.748222008
"2687","pth","withoutIO","elephant",16,4096,29552.859229,1914,15,93,3.700484803
"2688","pth","withoutIO","elephant",16,4096,30199.837847,1950,17,92,3.778654663
"2689","pth","withoutIO","elephant",16,4096,31699.541565,1994,16,94,3.968296267
"2690","pth","withoutIO","elephant",16,4096,29671.150521,1933,17,95,3.711968931
"2691","pth","withoutIO","elephant",16,8192,120304.033599,7706,14,93,15.041635484
"2692","pth","withoutIO","elephant",16,8192,120189.824521,7723,18,94,15.035116999
"2693","pth","withoutIO","elephant",16,8192,120171.399544,7744,18,93,15.026766667
"2694","pth","withoutIO","elephant",16,8192,121540.852517,7789,15,94,15.19905874
"2695","pth","withoutIO","elephant",16,8192,120504.761294,7726,15,93,15.068814503
"2696","pth","withoutIO","elephant",16,8192,118472.990825,7613,17,95,14.815273978
"2697","pth","withoutIO","elephant",16,8192,120613.98615,7810,20,91,15.088373912
"2698","pth","withoutIO","elephant",16,8192,120125.482579,7711,17,94,15.019700484
"2699","pth","withoutIO","elephant",16,8192,120625.737508,7719,16,92,15.084768363
"2700","pth","withoutIO","elephant",16,8192,121892.018787,7789,16,93,15.24456364
"2701","pth","withoutIO","elephant",32,16,2.152123,39,35,127,0.001392231
"2702","pth","withoutIO","elephant",32,16,2.267883,58,35,126,0.001431649
"2703","pth","withoutIO","elephant",32,16,2.144179,35,36,127,0.001459079
"2704","pth","withoutIO","elephant",32,16,2.19245,37,34,123,0.00144254
"2705","pth","withoutIO","elephant",32,16,2.383938,40,35,125,0.001553537
"2706","pth","withoutIO","elephant",32,16,2.483568,62,40,127,0.001661379
"2707","pth","withoutIO","elephant",32,16,2.267497,43,40,128,0.00143008
"2708","pth","withoutIO","elephant",32,16,2.337604,36,39,126,0.001516477
"2709","pth","withoutIO","elephant",32,16,2.246509,31,35,126,0.001462267
"2710","pth","withoutIO","elephant",32,16,2.319862,47,40,125,0.001574971
"2711","pth","withoutIO","elephant",32,32,3.89947,62,35,129,0.001655926
"2712","pth","withoutIO","elephant",32,32,3.571335,46,34,127,0.001633145
"2713","pth","withoutIO","elephant",32,32,3.603958,51,36,125,0.001625021
"2714","pth","withoutIO","elephant",32,32,3.658469,69,43,127,0.001523711
"2715","pth","withoutIO","elephant",32,32,3.464988,63,46,125,0.001466582
"2716","pth","withoutIO","elephant",32,32,4.113686,49,35,128,0.001647249
"2717","pth","withoutIO","elephant",32,32,3.896587,62,42,126,0.001621098
"2718","pth","withoutIO","elephant",32,32,3.589741,71,38,127,0.001543014
"2719","pth","withoutIO","elephant",32,32,3.350324,43,37,126,0.001605281
"2720","pth","withoutIO","elephant",32,32,3.980285,51,40,124,0.001512122
"2721","pth","withoutIO","elephant",32,64,9.451224,69,47,128,0.002128842
"2722","pth","withoutIO","elephant",32,64,8.796678,33,35,126,0.001957606
"2723","pth","withoutIO","elephant",32,64,8.913499,36,34,126,0.00186972
"2724","pth","withoutIO","elephant",32,64,8.581288,36,41,126,0.001869594
"2725","pth","withoutIO","elephant",32,64,9.115413,40,33,127,0.001850301
"2726","pth","withoutIO","elephant",32,64,8.937862,50,48,127,0.002081919
"2727","pth","withoutIO","elephant",32,64,9.021164,34,28,126,0.001875043
"2728","pth","withoutIO","elephant",32,64,9.150516,53,45,124,0.002114122
"2729","pth","withoutIO","elephant",32,64,9.393541,48,46,125,0.002324616
"2730","pth","withoutIO","elephant",32,64,9.486763,60,43,127,0.001990151
"2731","pth","withoutIO","elephant",32,128,32.135476,34,40,126,0.005013885
"2732","pth","withoutIO","elephant",32,128,31.165334,32,35,126,0.004631977
"2733","pth","withoutIO","elephant",32,128,31.544868,23,34,126,0.004742671
"2734","pth","withoutIO","elephant",32,128,31.050925,27,32,124,0.004772443
"2735","pth","withoutIO","elephant",32,128,31.492149,37,43,127,0.005667226
"2736","pth","withoutIO","elephant",32,128,31.113836,13,29,127,0.004666601
"2737","pth","withoutIO","elephant",32,128,31.015385,22,31,127,0.004684135
"2738","pth","withoutIO","elephant",32,128,31.550671,31,33,127,0.004812241
"2739","pth","withoutIO","elephant",32,128,30.981864,26,38,127,0.00468662
"2740","pth","withoutIO","elephant",32,128,30.871508,36,32,126,0.004985513
"2741","pth","withoutIO","elephant",32,256,120.297337,29,32,128,0.015938575
"2742","pth","withoutIO","elephant",32,256,120.470871,27,37,125,0.016004539
"2743","pth","withoutIO","elephant",32,256,125.920495,58,36,128,0.016858919
"2744","pth","withoutIO","elephant",32,256,119.650176,40,31,128,0.015932325
"2745","pth","withoutIO","elephant",32,256,120.292572,93,45,126,0.01613697
"2746","pth","withoutIO","elephant",32,256,120.595383,39,43,127,0.016128292
"2747","pth","withoutIO","elephant",32,256,119.666713,40,31,128,0.015814311
"2748","pth","withoutIO","elephant",32,256,120.117452,38,29,127,0.016099474
"2749","pth","withoutIO","elephant",32,256,119.661733,25,31,124,0.015937599
"2750","pth","withoutIO","elephant",32,256,120.25908,59,34,126,0.016034523
"2751","pth","withoutIO","elephant",32,512,474.963759,97,31,126,0.060542724
"2752","pth","withoutIO","elephant",32,512,475.84264,120,35,126,0.060833076
"2753","pth","withoutIO","elephant",32,512,474.838778,80,29,127,0.060416514
"2754","pth","withoutIO","elephant",32,512,474.660743,97,31,128,0.060451211
"2755","pth","withoutIO","elephant",32,512,475.924597,83,28,125,0.060655368
"2756","pth","withoutIO","elephant",32,512,473.993009,78,28,127,0.060587919
"2757","pth","withoutIO","elephant",32,512,474.68097,83,29,126,0.060598089
"2758","pth","withoutIO","elephant",32,512,473.525091,94,29,127,0.060345211
"2759","pth","withoutIO","elephant",32,512,474.885604,78,30,126,0.060623236
"2760","pth","withoutIO","elephant",32,512,474.36574,79,29,126,0.061556388
"2761","pth","withoutIO","elephant",32,1024,1894.007138,266,29,124,0.238496703
"2762","pth","withoutIO","elephant",32,1024,1893.768775,286,38,125,0.238690684
"2763","pth","withoutIO","elephant",32,1024,1889.292978,273,37,127,0.237666331
"2764","pth","withoutIO","elephant",32,1024,1891.940043,256,30,124,0.238078502
"2765","pth","withoutIO","elephant",32,1024,1892.652067,272,29,127,0.238140671
"2766","pth","withoutIO","elephant",32,1024,1887.335136,259,30,125,0.237800559
"2767","pth","withoutIO","elephant",32,1024,1891.050672,280,32,125,0.238229182
"2768","pth","withoutIO","elephant",32,1024,1887.311459,256,28,127,0.237772603
"2769","pth","withoutIO","elephant",32,1024,1890.173796,256,29,125,0.238245355
"2770","pth","withoutIO","elephant",32,1024,1891.27735,286,41,127,0.238324584
"2771","pth","withoutIO","elephant",32,2048,7550.59891,968,32,127,0.94695765
"2772","pth","withoutIO","elephant",32,2048,7551.069318,976,30,126,0.946182552
"2773","pth","withoutIO","elephant",32,2048,7552.693194,989,29,128,0.946737723
"2774","pth","withoutIO","elephant",32,2048,7565.880193,973,30,125,0.948562642
"2775","pth","withoutIO","elephant",32,2048,7557.77232,981,30,127,0.946767515
"2776","pth","withoutIO","elephant",32,2048,7573.825354,968,29,126,0.949717341
"2777","pth","withoutIO","elephant",32,2048,7555.692837,964,29,127,0.947332065
"2778","pth","withoutIO","elephant",32,2048,7541.821996,965,30,126,0.944016597
"2779","pth","withoutIO","elephant",32,2048,7556.135302,979,29,128,0.947575469
"2780","pth","withoutIO","elephant",32,2048,7577.164447,979,28,127,0.950207216
"2781","pth","withoutIO","elephant",32,4096,30162.150266,3805,29,126,3.774329012
"2782","pth","withoutIO","elephant",32,4096,30174.272203,3803,30,127,3.776733425
"2783","pth","withoutIO","elephant",32,4096,30143.778451,3813,31,127,3.770829204
"2784","pth","withoutIO","elephant",32,4096,30112.021549,3820,32,126,3.769138796
"2785","pth","withoutIO","elephant",32,4096,30200.087062,3819,31,127,3.779593476
"2786","pth","withoutIO","elephant",32,4096,30251.834493,3798,31,126,3.787246088
"2787","pth","withoutIO","elephant",32,4096,30137.699067,3806,31,127,3.771411048
"2788","pth","withoutIO","elephant",32,4096,30220.162573,3812,30,127,3.781944169
"2789","pth","withoutIO","elephant",32,4096,30110.165676,3802,29,127,3.768363244
"2790","pth","withoutIO","elephant",32,4096,30090.15916,3806,28,127,3.763541776
"2791","pth","withoutIO","elephant",32,8192,120621.746307,15183,32,125,15.083310111
"2792","pth","withoutIO","elephant",32,8192,120935.571511,15225,38,127,15.122434596
"2793","pth","withoutIO","elephant",32,8192,120490.56375,15162,32,127,15.067611056
"2794","pth","withoutIO","elephant",32,8192,120462.754894,15173,31,125,15.064227271
"2795","pth","withoutIO","elephant",32,8192,120552.448703,15176,33,127,15.073960052
"2796","pth","withoutIO","elephant",32,8192,120076.481434,15106,31,125,15.013830051
"2797","pth","withoutIO","elephant",32,8192,119394.987472,15009,32,126,14.93274536
"2798","pth","withoutIO","elephant",32,8192,121059.68321,15258,32,127,15.136955474
"2799","pth","withoutIO","elephant",32,8192,120266.958419,15151,32,127,15.041591202
"2800","pth","withoutIO","elephant",32,8192,119987.991131,15080,47,124,15.003664846
"2801","seq","withIO","seahorse",1,16,0.950128,0,0,50,0.001209046
"2802","seq","withIO","seahorse",1,16,0.731997,0,0,52,0.000937928
"2803","seq","withIO","seahorse",1,16,0.722405,0,0,52,0.000923259
"2804","seq","withIO","seahorse",1,16,0.716895,0,0,50,0.000938523
"2805","seq","withIO","seahorse",1,16,0.734047,0,0,50,0.000935796
"2806","seq","withIO","seahorse",1,16,0.757488,0,0,51,0.000985332
"2807","seq","withIO","seahorse",1,16,0.731579,0,0,52,0.000944624
"2808","seq","withIO","seahorse",1,16,0.732885,0,0,50,0.000952464
"2809","seq","withIO","seahorse",1,16,0.730599,0,0,52,0.000941967
"2810","seq","withIO","seahorse",1,16,0.73029,0,0,51,0.0009265
"2811","seq","withIO","seahorse",1,32,1.999772,0,0,59,0.002244775
"2812","seq","withIO","seahorse",1,32,1.924219,0,0,58,0.002164166
"2813","seq","withIO","seahorse",1,32,2.015046,0,0,59,0.002293105
"2814","seq","withIO","seahorse",1,32,2.010614,0,0,60,0.002262025
"2815","seq","withIO","seahorse",1,32,2.004403,0,0,59,0.002244897
"2816","seq","withIO","seahorse",1,32,1.976079,0,0,58,0.002215273
"2817","seq","withIO","seahorse",1,32,1.976011,0,0,59,0.002196609
"2818","seq","withIO","seahorse",1,32,2.021641,0,0,59,0.002240399
"2819","seq","withIO","seahorse",1,32,1.999896,0,0,58,0.002266771
"2820","seq","withIO","seahorse",1,32,1.975392,0,0,59,0.002197721
"2821","seq","withIO","seahorse",1,64,7.137001,0,0,88,0.00737564
"2822","seq","withIO","seahorse",1,64,7.513221,0,0,89,0.00775758
"2823","seq","withIO","seahorse",1,64,7.038371,0,0,90,0.007257489
"2824","seq","withIO","seahorse",1,64,6.864743,0,0,89,0.007080468
"2825","seq","withIO","seahorse",1,64,6.963167,0,0,89,0.007175595
"2826","seq","withIO","seahorse",1,64,6.932349,2,0,87,0.007228314
"2827","seq","withIO","seahorse",1,64,6.876848,0,0,89,0.007112969
"2828","seq","withIO","seahorse",1,64,7.09358,0,0,89,0.007305195
"2829","seq","withIO","seahorse",1,64,6.990116,0,0,90,0.007208657
"2830","seq","withIO","seahorse",1,64,6.714945,0,0,90,0.006924491
"2831","seq","withIO","seahorse",1,128,27.426188,0,0,209,0.027774338
"2832","seq","withIO","seahorse",1,128,26.394916,0,0,209,0.026646478
"2833","seq","withIO","seahorse",1,128,26.833854,0,0,210,0.027062262
"2834","seq","withIO","seahorse",1,128,26.754166,0,0,210,0.026988361
"2835","seq","withIO","seahorse",1,128,27.444165,0,0,210,0.027710671
"2836","seq","withIO","seahorse",1,128,28.487348,0,0,210,0.028779079
"2837","seq","withIO","seahorse",1,128,27.655377,0,0,211,0.027896351
"2838","seq","withIO","seahorse",1,128,26.607616,0,0,210,0.026857048
"2839","seq","withIO","seahorse",1,128,27.8782,0,0,210,0.028087689
"2840","seq","withIO","seahorse",1,128,26.715511,0,0,210,0.026953332
"2841","seq","withIO","seahorse",1,256,105.711189,1,0,690,0.105971624
"2842","seq","withIO","seahorse",1,256,106.981731,0,0,690,0.107234995
"2843","seq","withIO","seahorse",1,256,111.74421,0,0,689,0.112014535
"2844","seq","withIO","seahorse",1,256,104.444215,0,0,690,0.104685467
"2845","seq","withIO","seahorse",1,256,106.451211,0,0,688,0.106670099
"2846","seq","withIO","seahorse",1,256,104.97828,0,0,687,0.105217963
"2847","seq","withIO","seahorse",1,256,107.258194,0,0,689,0.107482278
"2848","seq","withIO","seahorse",1,256,110.782265,2,0,690,0.11113189
"2849","seq","withIO","seahorse",1,256,110.300738,0,0,688,0.110662776
"2850","seq","withIO","seahorse",1,256,108.34395,3,0,690,0.108745126
"2851","seq","withIO","seahorse",1,512,402.615606,1,0,2609,0.402984521
"2852","seq","withIO","seahorse",1,512,439.908203,0,0,2610,0.440170244
"2853","seq","withIO","seahorse",1,512,453.573795,2,0,2610,0.453927754
"2854","seq","withIO","seahorse",1,512,450.627146,3,0,2611,0.452219779
"2855","seq","withIO","seahorse",1,512,447.903456,1,0,2611,0.448246526
"2856","seq","withIO","seahorse",1,512,443.457785,0,0,2609,0.443807575
"2857","seq","withIO","seahorse",1,512,444.396619,2,0,2609,0.444842579
"2858","seq","withIO","seahorse",1,512,443.905756,0,0,2610,0.444258473
"2859","seq","withIO","seahorse",1,512,434.879393,1,0,2611,0.435251245
"2860","seq","withIO","seahorse",1,512,429.024793,0,0,2610,0.429364761
"2861","seq","withIO","seahorse",1,1024,1738.686275,4,0,10288,1.739148127
"2862","seq","withIO","seahorse",1,1024,1722.703182,3,0,10289,1.723192939
"2863","seq","withIO","seahorse",1,1024,1740.181009,5,0,10290,1.741331666
"2864","seq","withIO","seahorse",1,1024,1805.463837,4,0,10289,1.806043947
"2865","seq","withIO","seahorse",1,1024,1745.639106,3,1,10290,1.746055484
"2866","seq","withIO","seahorse",1,1024,1702.195536,5,1,10289,1.703584653
"2867","seq","withIO","seahorse",1,1024,1724.875315,3,0,10291,1.725281554
"2868","seq","withIO","seahorse",1,1024,1814.484769,4,1,10289,1.814939945
"2869","seq","withIO","seahorse",1,1024,1733.925059,3,0,10289,1.734365734
"2870","seq","withIO","seahorse",1,1024,1724.814768,3,0,10290,1.731069709
"2871","seq","withIO","seahorse",1,2048,6896.654286,12,1,41010,6.897571847
"2872","seq","withIO","seahorse",1,2048,7001.618935,12,0,41008,7.002380976
"2873","seq","withIO","seahorse",1,2048,6910.821901,13,0,41011,6.911795287
"2874","seq","withIO","seahorse",1,2048,6821.114368,11,0,41010,6.82176385
"2875","seq","withIO","seahorse",1,2048,6989.280554,13,0,41010,6.990039525
"2876","seq","withIO","seahorse",1,2048,7011.456504,13,0,41011,7.012102055
"2877","seq","withIO","seahorse",1,2048,6984.831204,11,0,41010,6.985430848
"2878","seq","withIO","seahorse",1,2048,6959.790077,15,2,41011,6.960400011
"2879","seq","withIO","seahorse",1,2048,6917.775189,12,0,41011,6.918389055
"2880","seq","withIO","seahorse",1,2048,7033.405033,12,0,41010,7.034059024
"2881","seq","withIO","seahorse",1,4096,27655.339584,55,0,163889,27.707811831
"2882","seq","withIO","seahorse",1,4096,27674.141286,54,0,163889,27.829315693
"2883","seq","withIO","seahorse",1,4096,27585.296756,52,1,163890,27.631583184
"2884","seq","withIO","seahorse",1,4096,27301.999993,53,0,163888,27.350700968
"2885","seq","withIO","seahorse",1,4096,27596.314732,50,0,163891,27.639949466
"2886","seq","withIO","seahorse",1,4096,27692.27849,52,0,163888,27.720772779
"2887","seq","withIO","seahorse",1,4096,27303.170191,52,0,163891,27.33598743
"2888","seq","withIO","seahorse",1,4096,27871.779461,53,0,163889,27.905754996
"2889","seq","withIO","seahorse",1,4096,27440.166939,49,0,163891,27.466292567
"2890","seq","withIO","seahorse",1,4096,27865.802371,55,0,163891,27.902296089
"2891","seq","withIO","seahorse",1,8192,109932.691122,214,0,655408,111.133909398
"2892","seq","withIO","seahorse",1,8192,111062.616493,214,0,655411,112.256468107
"2893","seq","withIO","seahorse",1,8192,110785.931398,216,0,655410,111.988669838
"2894","seq","withIO","seahorse",1,8192,110513.588462,216,0,655410,111.713936639
"2895","seq","withIO","seahorse",1,8192,111097.466862,217,0,655411,112.279512729
"2896","seq","withIO","seahorse",1,8192,107628.920979,211,0,655411,108.797308818
"2897","seq","withIO","seahorse",1,8192,108699.697613,215,0,655409,109.857823342
"2898","seq","withIO","seahorse",1,8192,109316.661654,214,0,655411,110.50986972
"2899","seq","withIO","seahorse",1,8192,108522.033481,213,0,655411,109.716714945
"2900","seq","withIO","seahorse",1,8192,107847.096215,213,0,655408,108.99050618
"2901","seq","withoutIO","seahorse",1,16,0.697723,1,0,45,0.001040059
"2902","seq","withoutIO","seahorse",1,16,0.7595,0,0,45,0.001146927
"2903","seq","withoutIO","seahorse",1,16,0.670662,0,0,45,0.000998551
"2904","seq","withoutIO","seahorse",1,16,0.679293,0,0,45,0.001025039
"2905","seq","withoutIO","seahorse",1,16,0.699493,0,0,46,0.001005865
"2906","seq","withoutIO","seahorse",1,16,0.680245,0,0,44,0.001035849
"2907","seq","withoutIO","seahorse",1,16,0.720959,0,0,45,0.001099579
"2908","seq","withoutIO","seahorse",1,16,0.791525,0,0,46,0.001222707
"2909","seq","withoutIO","seahorse",1,16,0.756504,0,0,45,0.001136448
"2910","seq","withoutIO","seahorse",1,16,0.690036,0,0,44,0.001064117
"2911","seq","withoutIO","seahorse",1,32,2.037419,1,0,46,0.00240153
"2912","seq","withoutIO","seahorse",1,32,1.840546,0,0,45,0.002118014
"2913","seq","withoutIO","seahorse",1,32,1.945308,0,0,44,0.002239926
"2914","seq","withoutIO","seahorse",1,32,2.277644,0,0,44,0.00256427
"2915","seq","withoutIO","seahorse",1,32,1.973712,0,0,46,0.002266591
"2916","seq","withoutIO","seahorse",1,32,2.047625,0,0,45,0.002420892
"2917","seq","withoutIO","seahorse",1,32,2.047176,0,0,45,0.002416697
"2918","seq","withoutIO","seahorse",1,32,1.9086,0,0,45,0.002306534
"2919","seq","withoutIO","seahorse",1,32,1.984245,0,0,46,0.00238529
"2920","seq","withoutIO","seahorse",1,32,2.182249,0,0,46,0.002612616
"2921","seq","withoutIO","seahorse",1,64,7.22056,0,0,45,0.007674175
"2922","seq","withoutIO","seahorse",1,64,7.413059,0,0,44,0.00784991
"2923","seq","withoutIO","seahorse",1,64,7.2065,0,0,44,0.007611664
"2924","seq","withoutIO","seahorse",1,64,7.208493,0,0,46,0.007671956
"2925","seq","withoutIO","seahorse",1,64,7.224358,0,0,46,0.007651789
"2926","seq","withoutIO","seahorse",1,64,6.843214,0,0,45,0.0072078
"2927","seq","withoutIO","seahorse",1,64,7.349656,0,0,46,0.007794413
"2928","seq","withoutIO","seahorse",1,64,6.730842,0,0,44,0.007078214
"2929","seq","withoutIO","seahorse",1,64,7.128346,0,0,45,0.007591869
"2930","seq","withoutIO","seahorse",1,64,6.979984,0,0,46,0.007318498
"2931","seq","withoutIO","seahorse",1,128,26.087857,1,0,46,0.026498645
"2932","seq","withoutIO","seahorse",1,128,26.538013,0,0,45,0.026979689
"2933","seq","withoutIO","seahorse",1,128,27.348918,0,0,46,0.027808906
"2934","seq","withoutIO","seahorse",1,128,27.381055,0,0,46,0.027879206
"2935","seq","withoutIO","seahorse",1,128,26.035194,0,0,45,0.026341259
"2936","seq","withoutIO","seahorse",1,128,25.911133,0,0,45,0.026197754
"2937","seq","withoutIO","seahorse",1,128,27.863127,0,0,46,0.028303032
"2938","seq","withoutIO","seahorse",1,128,26.158724,0,0,44,0.026627477
"2939","seq","withoutIO","seahorse",1,128,27.158293,0,0,46,0.027550461
"2940","seq","withoutIO","seahorse",1,128,25.162873,0,0,45,0.02562496
"2941","seq","withoutIO","seahorse",1,256,99.263687,0,0,44,0.099640859
"2942","seq","withoutIO","seahorse",1,256,99.85194,0,0,45,0.100258886
"2943","seq","withoutIO","seahorse",1,256,101.399575,0,0,44,0.101811876
"2944","seq","withoutIO","seahorse",1,256,99.33051,0,0,44,0.099727725
"2945","seq","withoutIO","seahorse",1,256,98.926997,0,0,45,0.09932043
"2946","seq","withoutIO","seahorse",1,256,99.570092,0,0,45,0.099962248
"2947","seq","withoutIO","seahorse",1,256,102.132171,0,0,45,0.102527233
"2948","seq","withoutIO","seahorse",1,256,99.081455,0,0,45,0.099450595
"2949","seq","withoutIO","seahorse",1,256,99.130788,2,0,46,0.099539471
"2950","seq","withoutIO","seahorse",1,256,99.380993,0,0,45,0.099755253
"2951","seq","withoutIO","seahorse",1,512,400.908718,1,0,46,0.401300484
"2952","seq","withoutIO","seahorse",1,512,395.476239,2,1,46,0.395851891
"2953","seq","withoutIO","seahorse",1,512,394.979854,0,0,46,0.395288108
"2954","seq","withoutIO","seahorse",1,512,395.924377,0,0,46,0.396240975
"2955","seq","withoutIO","seahorse",1,512,394.601908,2,0,45,0.394995153
"2956","seq","withoutIO","seahorse",1,512,393.823953,0,0,46,0.394157347
"2957","seq","withoutIO","seahorse",1,512,394.136906,0,0,46,0.394468313
"2958","seq","withoutIO","seahorse",1,512,394.376466,2,0,44,0.394784978
"2959","seq","withoutIO","seahorse",1,512,395.617261,0,0,45,0.395911713
"2960","seq","withoutIO","seahorse",1,512,405.60172,0,0,46,0.405913795
"2961","seq","withoutIO","seahorse",1,1024,1655.94757,3,0,46,1.656277329
"2962","seq","withoutIO","seahorse",1,1024,1579.465945,2,0,45,1.579904292
"2963","seq","withoutIO","seahorse",1,1024,1626.346385,2,0,44,1.62670883
"2964","seq","withoutIO","seahorse",1,1024,1626.239667,3,0,46,1.626625682
"2965","seq","withoutIO","seahorse",1,1024,1648.840446,3,0,46,1.649252208
"2966","seq","withoutIO","seahorse",1,1024,1577.012093,4,0,45,1.577424422
"2967","seq","withoutIO","seahorse",1,1024,1577.206803,3,0,45,1.577681836
"2968","seq","withoutIO","seahorse",1,1024,1638.194195,2,0,45,1.638586995
"2969","seq","withoutIO","seahorse",1,1024,1577.825036,3,0,46,1.57816067
"2970","seq","withoutIO","seahorse",1,1024,1633.928688,4,0,45,1.63428005
"2971","seq","withoutIO","seahorse",1,2048,6351.602224,11,1,46,6.352166747
"2972","seq","withoutIO","seahorse",1,2048,6300.618869,11,0,46,6.301132122
"2973","seq","withoutIO","seahorse",1,2048,6592.519315,13,0,46,6.593168817
"2974","seq","withoutIO","seahorse",1,2048,6650.87566,12,0,45,6.651405652
"2975","seq","withoutIO","seahorse",1,2048,6572.21039,12,0,46,6.572810338
"2976","seq","withoutIO","seahorse",1,2048,6298.766567,11,0,45,6.299307944
"2977","seq","withoutIO","seahorse",1,2048,6399.566514,11,0,46,6.400130744
"2978","seq","withoutIO","seahorse",1,2048,6313.596769,13,0,46,6.314181423
"2979","seq","withoutIO","seahorse",1,2048,6299.720782,11,0,45,6.300219652
"2980","seq","withoutIO","seahorse",1,2048,6301.944078,11,0,44,6.302415459
"2981","seq","withoutIO","seahorse",1,4096,25233.330514,44,0,45,25.234438755
"2982","seq","withoutIO","seahorse",1,4096,25477.865627,45,0,45,25.478958029
"2983","seq","withoutIO","seahorse",1,4096,25673.343935,46,0,45,25.674402479
"2984","seq","withoutIO","seahorse",1,4096,25270.730133,44,0,45,25.271884069
"2985","seq","withoutIO","seahorse",1,4096,25304.325215,45,0,45,25.305467227
"2986","seq","withoutIO","seahorse",1,4096,25249.807396,44,0,45,25.250970638
